id	proteins	go_cell	go_mol	go_bio	nb_proteins	mass_mean	length_mean
3.1.0	P25378 Q03048 P40422 Q08561 P53047 P40169 Q99219 Q04603 Q12359 P36131 P02293 P02294 P40440 P53724 P40857 P40858 Q03435 P39545 P38234 P43552 P0CD98 P0CD90 P0CD91 Q05827 Q12370 P25337 Q04477 P47111 Q07872 P43614 P46999 P26754 P26755 Q12143 P37298 P38210 P38212 Q04868 P53881 Q04396 P43575 P27344 P53227 P53223 P0CE85 P0CE89 Q06090 P35994 P35996 Q02774 P43639 Q03981 P40100 P36057 P38902 Q12125 P38279 P38276 P06781 P34760 Q12335 P25299 P54003 P13856 P18414 Q12692 P53921 P36528 P36521 P36526 Q12107 P38784 Q3E752 Q3E755 Q3E756 Q06688 Q06686 P51998 Q12487 P32781 P0CE69 Q02685 P10834 P42844 P38064 Q06152 Q08322 P53900 P53904 Q04549 P04911 P04912 P25554 P36014 Q3E770 P40509 Q3E6R4 P53068 P38910 P0CE93 P0CE92 P40975 Q06835 Q06162 P17890 O13539 P25577 P40565 P40567 P31377 P47032 Q12288 P22354 P32602 P14741 P20434 P06704 Q07350 P32854 Q99181 P0CX18 P0CX19 Q07651 P32447 Q03954 P69850 P69851 P69852 Q03096 P46670 P01119 P21825 P12962 Q03390 Q04272 P36095 P40587 P40585 P40581 P38729 P38725 Q12421 P35727 P35723 Q05027 P0CE86 P0CE87 P0CE88 Q04734 P53427 Q06702 Q06703 P53168 P53163 P25649 P25642 P61830 Q2V2P5 Q2V2P8 P33331 Q12057 Q08931 Q12445 P20435 P20436 Q3E823 Q3E821 Q3E829 P05317 P0CF19 P50945 P38689 P18562 P53147 P53146 P40014 Q08873 Q07930 Q02159 P20084 P0CF33 Q12262 P46965 P33122 Q3E784 Q3E785 P31787 Q04210 Q06651 P49017 P25607 P40031 Q02651 P36162 Q12010 Q12016 P56508 P39929 P38341 P38345 P00572 Q6Q560 P22353 Q12248 Q12245 Q12241 Q06236 P38429 P38428 Q07549 P53964 P25626 P26448 Q12382 P36108 Q12030 P46993 P07253 P25368 P40414 P32774 P32907 P32904 P32903 P53718 Q04599 Q04598 P38197 Q06616 P48363 P19211 P25348 Q03050 P53732 P26364 P23369 P40155 P38815 P38812 Q12173 Q03429 P39731 Q12345 P50087 Q08553 Q08558 P53975 Q00381 P23301 P38832 Q12157 Q06389 P38224 P18852 P32773 Q12091 Q12092 Q05521 Q96VG5 P43605 P46984 P46988 P32345 P53551 P38930 P69771 P32573 P53896 Q08457 P22203 P38763 P40491 P47149 P53930 P52553 P38874 P36519 P38260 P38264 Q08692 Q08474 Q12320 Q8TGN9 P18408 Q03323 P47167 Q06676 Q05777 P53913 Q02204 P36534 P36533 P36532 P36531 Q06328 P40513 P40518 P53875 P39110 P39111 Q04368 Q12493 P53279 P53271 Q07951 P48606 P33204 P16370 O14464 P53237 Q04307 Q08245 P01149 P32800 P25719 Q03193 P38166 P20604 P32612 P32610 P32617 P43682 P40080 P40554 P40553 P40558 Q06580 Q03530 P32860 P87284 P38143 P32459 P00447 P53600 P48232 Q08963 Q03880 P35718 P05737 P38123 P32435 P32388 P32387 P53195 P40045 P40043 P40040 P19956 P19955 P47064 P35734 P28000 Q08230 P14120 Q04493 P22139 Q08003 P53178 P47076 P43595 P43594 Q12400 Q12254 Q2V2Q2 P40060 P40065 P38733 Q06071 Q3E835 Q3E830 P17536 P0CE91 P0CE90 Q04839 P0C074 P34166 P34165 P53158 P53330 P53843 P25587 P25585 P40005 Q12067 P02309 Q07458 Q07451 Q96VH5 P38317 Q03071 Q06991 P53139 P25610 P14066 P14063 Q12008 Q12009 P38337 P23285 P0CF20 Q02521 Q12270 P36523 P53343 Q02786 P36525 P36527 Q05788 Q04201 P53117 P39742 P14306 Q02647 Q06543 Q03067 Q06549 P39005 Q12253 Q12255 Q00453 P40185 P40366 P38632 Q04082 P28272 Q05863 P41912 P38620 P53538 P36110 Q99314 P32524 P31334 	extrinsic component of plasma membrane [GO:0019897] cytosol [GO:0005829] 	GTPase activity [GO:0003924] GTP binding [GO:0005525] 	small GTPase mediated signal transduction [GO:0007264] lysine transport [GO:0015819] retrograde transport, endosome to Golgi [GO:0042147] arginine transport [GO:0015809] 	433	22107.2078522	195.632794457
3.1.0.0	P25378 Q08561 P53047 Q99219 Q12359 P40440 P53724 P40857 P40858 P39545 P38234 P43552 Q05827 Q12370 P25337 P47111 P43614 P46999 P37298 P38212 Q04868 P53881 Q04396 P43575 P53227 P53223 P0CE85 P0CE89 Q06090 P35994 P35996 Q02774 Q03981 P40100 P36057 P38902 Q12125 P38279 P38276 P06781 Q12335 P25299 P13856 P18414 P53921 P36528 P36521 P36526 P38784 Q3E752 Q3E755 Q3E756 Q06688 Q06686 P51998 Q12487 P32781 P0CE69 P10834 P38064 Q06152 Q08322 P53900 P53904 Q04549 P04911 P04912 P36014 Q3E770 Q3E6R4 P0CE93 P0CE92 P40975 Q06835 P25577 P40565 P40567 P47032 Q12288 P22354 P14741 Q07350 Q99181 P0CX18 P0CX19 Q03096 P46670 P01119 P21825 P12962 Q03390 P40587 P40585 P40581 P38729 P38725 P35727 P0CE86 P0CE87 P0CE88 Q04734 P53427 Q06702 Q06703 P53163 P25649 P25642 Q2V2P5 Q2V2P8 P33331 Q12057 Q08931 Q12445 Q3E823 Q3E821 Q3E829 P05317 P0CF19 P50945 P18562 P53147 P53146 Q08873 Q07930 P20084 P0CF33 P46965 P33122 Q3E785 P31787 Q06651 P49017 P25607 P40031 Q02651 Q12010 Q12016 P56508 P38341 P38345 P00572 Q6Q560 P22353 Q12245 Q06236 P38428 Q07549 P53964 P25626 Q12382 P46993 P07253 P25368 P32907 P32904 P32903 P53718 Q04599 Q04598 P38197 Q06616 P48363 P25348 Q03050 P53732 P23369 P40155 P38815 P38812 Q12173 Q03429 P50087 Q08553 Q08558 P53975 P38832 Q06389 P38224 Q12091 Q05521 Q96VG5 P46988 P69771 P32573 P53896 Q08457 P22203 P38763 P40491 P52553 P38874 P36519 P38260 P38264 Q08692 Q08474 Q12320 Q8TGN9 Q03323 Q06676 Q05777 P53913 Q02204 P36534 P36533 P36532 P36531 Q06328 P40513 P40518 P53875 P39110 P39111 Q04368 P53279 Q07951 P48606 P33204 P16370 O14464 P53237 Q08245 P01149 P32800 P25719 Q03193 P38166 P32612 P32610 P32617 P43682 P40080 P40553 P40558 Q06580 Q03530 P32860 P87284 P38143 P32459 P00447 P53600 P48232 Q08963 Q03880 P05737 P38123 P32435 P32388 P32387 P53195 P40045 P40043 P40040 P19956 P19955 P47064 Q08230 P14120 Q04493 Q08003 P53178 P43595 P43594 Q12400 Q12254 Q2V2Q2 P40060 P40065 P38733 Q06071 Q3E830 P0CE91 P0CE90 Q04839 P0C074 P34166 P34165 P53158 P53843 P25587 P40005 Q12067 Q07458 Q96VH5 P38317 Q03071 Q06991 P53139 P25610 P14066 P14063 Q12008 Q12009 P38337 P23285 P0CF20 Q02521 Q12270 P36523 P53343 Q02786 P36525 P36527 Q04201 P53117 P39742 P14306 Q02647 Q06543 Q03067 Q06549 P39005 Q12253 Q00453 P40185 P40366 P38632 Q04082 P28272 Q05863 P41912 P36110 Q99314 P32524 P31334 	extrinsic component of plasma membrane [GO:0019897] cytosol [GO:0005829] 	GTPase activity [GO:0003924] GTP binding [GO:0005525] 	small GTPase mediated signal transduction [GO:0007264] lysine transport [GO:0015819] retrograde transport, endosome to Golgi [GO:0042147] arginine transport [GO:0015809] 	326	21802.7607362	193.174846626
3.1.0.1	Q03048 P40169 Q07872 P54003 Q07651 Q12255 	nuclear matrix [GO:0016363] actin cytoskeleton [GO:0015629] actin cortical patch [GO:0030479] 	actin filament binding [GO:0051015] 	actin filament severing [GO:0051014] endocytosis [GO:0006897] actin filament organization [GO:0007015] Golgi to plasma membrane protein transport [GO:0043001] actin filament depolymerization [GO:0030042] 	6	29197.0	259.166666667
3.1.0.2	P40422 P17890 P20434 P20435 P20436 Q04307 P35718 P28000 P22139 P47076 	DNA-directed RNA polymerase I complex [GO:0005736] DNA-directed RNA polymerase II, core complex [GO:0005665] nucleoplasm [GO:0005654] DNA-directed RNA polymerase III complex [GO:0005666] 	zinc ion binding [GO:0008270] RNA polymerase I activity [GO:0001054] DNA binding [GO:0003677] 	tRNA transcription from RNA polymerase III promoter [GO:0042797] transcription from RNA polymerase III promoter [GO:0006383] transcription elongation from RNA polymerase III promoter [GO:0006385] transcription from RNA polymerase I promoter [GO:0006360] ribosome biogenesis [GO:0042254] termination of RNA polymerase III transcription [GO:0006386] transcription, RNA-templated [GO:0001172] transcription from RNA polymerase II promoter [GO:0006366] 	10	17480.4	153.2
3.1.0.3	Q04603 P27344 	CHRAC [GO:0008623] epsilon DNA polymerase complex [GO:0008622] 	DNA-directed DNA polymerase activity [GO:0003887] nucleosomal DNA binding [GO:0031492] chromatin DNA binding [GO:0031490] 	nucleosome mobilization [GO:0042766] ATP-dependent chromatin remodeling [GO:0043044] error-prone translesion synthesis [GO:0042276] heterochromatin organization involved in chromatin silencing [GO:0070868] leading strand elongation [GO:0006272] DNA-dependent DNA replication [GO:0006261] transcription, DNA-templated [GO:0006351] replicative senescence [GO:0090399] 	2	22331.0	198.5
3.1.0.4	P36131 Q04477 Q12143 Q06162 Q03954 P69850 P69851 P69852 P53168 P40014 Q12262 P36162 Q12248 P39731 P47149 P47167 Q12493 P35734 	spindle microtubule [GO:0005876] cytoplasm [GO:0005737] DASH complex [GO:0042729] 	 	positive regulation of attachment of spindle microtubules to kinetochore [GO:0051987] cell division [GO:0051301] attachment of spindle microtubules to kinetochore [GO:0008608] mitotic nuclear division [GO:0007067] positive regulation of microtubule polymerization [GO:0031116] 	18	21716.8333333	189.555555556
3.1.0.5	P02293 P02294 P61830 Q02159 P02309 	nuclear nucleosome [GO:0000788] replication fork protection complex [GO:0031298] 	DNA binding [GO:0003677] 	nucleosome assembly [GO:0006334] chromatin assembly or disassembly [GO:0006333] negative regulation of transcription from RNA polymerase II promoter [GO:0000122] postreplication repair [GO:0006301] 	5	14746.6	133.2
3.1.0.6	Q03435 Q12345 P46984 	Ino80 complex [GO:0031011] 	heteroduplex DNA loop binding [GO:0000404] DNA end binding [GO:0045027] 	nucleosome mobilization [GO:0042766] regulation of transcription, DNA-templated [GO:0006355] telomere maintenance via recombination [GO:0000722] transcription, DNA-templated [GO:0006351] double-strand break repair [GO:0006302] 	3	21901.6666667	192.0
3.1.0.7	P0CD98 P0CD90 P0CD91 	integral component of plasma membrane [GO:0005887] 	glycerol channel activity [GO:0015254] water channel activity [GO:0015250] 	ion transmembrane transport [GO:0034220] cellular water homeostasis [GO:0009992] 	3	22064.3333333	202.0
3.1.0.8	P26754 P26755 	chromosome, telomeric region [GO:0000781] DNA replication factor A complex [GO:0005662] condensed nuclear chromosome [GO:0000794] 	single-stranded DNA binding [GO:0003697] double-stranded DNA binding [GO:0003690] sequence-specific DNA binding [GO:0043565] 	mitotic recombination [GO:0006312] telomere maintenance via telomere lengthening [GO:0010833] DNA repair [GO:0006281] reciprocal meiotic recombination [GO:0007131] protein ubiquitination [GO:0016567] double-strand break repair via homologous recombination [GO:0000724] establishment of protein localization [GO:0045184] telomere maintenance via recombination [GO:0000722] DNA replication [GO:0006260] DNA topological change [GO:0006265] nucleotide-excision repair [GO:0006289] telomere maintenance via telomerase [GO:0007004] heteroduplex formation [GO:0030491] DNA unwinding involved in DNA replication [GO:0006268] 	2	21876.0	197.5
3.1.0.9	P38210 O13539 P53551 P53330 	RSC complex [GO:0016586] 	 	nucleosome disassembly [GO:0006337] regulation of transcription, DNA-templated [GO:0006355] ATP-dependent chromatin remodeling [GO:0043044] chromatin modification [GO:0016569] transcription elongation from RNA polymerase II promoter [GO:0006368] 	4	23922.5	214.0
3.1.0.10	P43639 P38930 	UTP-C complex [GO:0034456] nucleoplasm [GO:0005654] cytoplasm [GO:0005737] protein kinase CK2 complex [GO:0005956] 	protein kinase regulator activity [GO:0019887] protein serine/threonine kinase inhibitor activity [GO:0030291] 	protein phosphorylation [GO:0006468] peptidyl-threonine phosphorylation [GO:0018107] regulation of protein serine/threonine phosphatase activity [GO:0080163] regulation of transcription from RNA polymerase I promoter [GO:0006356] cellular response to DNA damage stimulus [GO:0006974] rRNA methylation [GO:0031167] signal transduction [GO:0007165] peptidyl-serine phosphorylation [GO:0018105] regulation of transcription from RNA polymerase III promoter [GO:0006359] 	2	31053.5	268.0
3.1.0.11	P34760 	cytoplasm [GO:0005737] cytosol [GO:0005829] polysome [GO:0005844] 	thioredoxin peroxidase activity [GO:0008379] ribosome binding [GO:0043022] unfolded protein binding [GO:0051082] peroxiredoxin activity [GO:0051920] 	cellular response to oxidative stress [GO:0034599] DNA protection [GO:0042262] protein folding [GO:0006457] DNA damage checkpoint [GO:0000077] chaperone-mediated protein folding [GO:0061077] response to hydroperoxide [GO:0033194] cell redox homeostasis [GO:0045454] replicative cell aging [GO:0001302] 	1	21590.0	196.0
3.1.0.12	Q12692 P53930 	nucleosome [GO:0000786] nuclear euchromatin [GO:0005719] nuclear chromatin [GO:0000790] 	RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978] chromatin binding [GO:0003682] chromatin DNA binding [GO:0031490] DNA binding [GO:0003677] 	chromatin remodeling [GO:0006338] chromatin modification [GO:0016569] transcription, DNA-templated [GO:0006351] nuclear-transcribed mRNA catabolic process, non-stop decay [GO:0070481] chromatin silencing at silent mating-type cassette [GO:0030466] regulation of transcription from RNA polymerase II promoter [GO:0006357] 	2	20132.0	180.0
3.1.0.13	Q12107 P53068 Q12157 	cytoplasm [GO:0005737] anaphase-promoting complex [GO:0005680] 	 	chromatin assembly [GO:0031497] cell division [GO:0051301] mitotic nuclear division [GO:0007067] protein ubiquitination [GO:0016567] 	3	26166.0	226.666666667
3.1.0.14	Q02685 Q3E835 	RecQ helicase-Topo III complex [GO:0031422] cytoplasm [GO:0005737] nuclear replication fork [GO:0043596] 	enzyme activator activity [GO:0008047] four-way junction DNA binding [GO:0000400] single-stranded DNA binding [GO:0003697] 	cell division [GO:0051301] mitotic sister chromatid cohesion [GO:0007064] cellular response to DNA damage stimulus [GO:0006974] DNA topological change [GO:0006265] meiotic cell cycle [GO:0051321] positive regulation of DNA binding [GO:0043388] 	2	18704.5	165.5
3.1.0.15	P42844 P38910 	mitochondrial inner membrane [GO:0005743] mitochondrial matrix [GO:0005759] 	zinc ion binding [GO:0008270] chaperone binding [GO:0051087] 	protein folding [GO:0006457] protein import into mitochondrial matrix [GO:0030150] protein stabilization [GO:0050821] mitochondrion organization [GO:0007005] response to unfolded protein [GO:0006986] 	2	15613.5	140.0
3.1.0.16	P25554 	SAGA complex [GO:0000124] Ada2/Gcn5/Ada3 transcription activator complex [GO:0005671] 	methylated histone binding [GO:0035064] transcription factor activity, RNA polymerase II transcription factor recruiting [GO:0001135] 	cellular protein complex localization [GO:0034629] histone H3-K14 acetylation [GO:0044154] heterochromatin organization involved in chromatin silencing [GO:0070868] cellular protein localization [GO:0034613] histone H3-K9 acetylation [GO:0043970] transcription, DNA-templated [GO:0006351] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] histone H3-K18 acetylation [GO:0043971] 	1	29381.0	259.0
3.1.0.17	P40509 	COPI vesicle coat [GO:0030126] Golgi membrane [GO:0000139] 	promoter-specific chromatin binding [GO:1990841] structural molecule activity [GO:0005198] 	vesicle coating [GO:0006901] ER to Golgi vesicle-mediated transport [GO:0006888] protein transport [GO:0015031] retrograde vesicle-mediated transport, Golgi to ER [GO:0006890] late endosome to vacuole transport via multivesicular body sorting pathway [GO:0032511] intra-Golgi vesicle-mediated transport [GO:0006891] 	1	33829.0	296.0
3.1.0.18	P31377 P32602 P35723 Q3E784 Q04210 Q12241 Q00381 Q07451 	endosome [GO:0005768] endosome membrane [GO:0010008] SNARE complex [GO:0031201] integral component of membrane [GO:0016021] 	SNAP receptor activity [GO:0005484] SNARE binding [GO:0000149] 	intracellular protein transport [GO:0006886] vesicle docking [GO:0048278] vesicle fusion [GO:0006906] transport [GO:0006810] 	8	23374.75	203.875
3.1.0.19	P06704 	half bridge of spindle pole body [GO:0005825] nuclear pore [GO:0005643] transcription export complex 2 [GO:0070390] 	calcium ion binding [GO:0005509] structural constituent of cytoskeleton [GO:0005200] 	mitotic nuclear division [GO:0007067] spindle pole body duplication [GO:0030474] cell division [GO:0051301] protein transport [GO:0015031] proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161] mRNA transport [GO:0051028] regulation of kinase activity [GO:0043549] microtubule nucleation [GO:0007020] 	1	18751.0	161.0
3.1.0.20	P32854 P53271 	SNARE complex [GO:0031201] endosome [GO:0005768] integral component of membrane [GO:0016021] Golgi apparatus [GO:0005794] 	SNAP receptor activity [GO:0005484] SNARE binding [GO:0000149] 	vesicle docking [GO:0048278] macroautophagy [GO:0016236] CVT pathway [GO:0032258] vacuole inheritance [GO:0000011] Golgi to vacuole transport [GO:0006896] vesicle fusion [GO:0006906] 	2	31665.5	275.0
3.1.0.21	P32447 	chromosome, telomeric region [GO:0000781] cytosol [GO:0005829] nucleus [GO:0005634] 	histone binding [GO:0042393] 	nucleosome disassembly [GO:0006337] positive regulation of histone acetylation [GO:0035066] transcription, DNA-templated [GO:0006351] regulation of gene expression [GO:0010468] chromatin silencing at silent mating-type cassette [GO:0030466] DNA replication-dependent nucleosome assembly [GO:0006335] positive regulation of transcription elongation from RNA polymerase II promoter [GO:0032968] histone exchange [GO:0043486] histone acetylation [GO:0016573] DNA replication-independent nucleosome assembly [GO:0006336] histone H2B ubiquitination [GO:0033523] chromatin silencing at telomere [GO:0006348] regulation of transcription from RNA polymerase II promoter in response to stress [GO:0043618] 	1	31603.0	279.0
3.1.0.22	Q04272 P36095 P39929 P36108 	cytoplasm [GO:0005737] ESCRT III complex [GO:0000815] 	 	ATP export [GO:1904669] ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway [GO:0043162] protein transport [GO:0015031] late endosome to vacuole transport [GO:0045324] intralumenal vesicle formation [GO:0070676] 	4	26289.5	229.25
3.1.0.23	Q12421 Q12092 	pre-autophagosomal structure [GO:0000407] microtubule [GO:0005874] 	 	chromosome segregation [GO:0007059] piecemeal microautophagy of nucleus [GO:0034727] karyogamy [GO:0000741] late nucleophagy [GO:0044805] protein transport [GO:0015031] autophagy [GO:0006914] mitophagy [GO:0000422] 	2	23449.5	204.5
3.1.0.24	Q05027 Q12030 P32774 P32773 	SAGA complex [GO:0000124] transcription factor TFIID complex [GO:0005669] SLIK (SAGA-like) complex [GO:0046695] 	transcription regulatory region DNA binding [GO:0044212] transcription factor binding [GO:0008134] chromatin binding [GO:0003682] protein complex scaffold [GO:0032947] 	chromatin organization [GO:0006325] RNA polymerase II transcriptional preinitiation complex assembly [GO:0051123] histone acetylation [GO:0016573] histone H3 acetylation [GO:0043966] positive regulation of transcription from RNA polymerase II promoter [GO:0045944] transcription from RNA polymerase II promoter [GO:0006366] 	4	21498.25	192.75
3.1.0.25	P38689 P38620 	ribose phosphate diphosphokinase complex [GO:0002189] cytoplasm [GO:0005737] 	magnesium ion binding [GO:0000287] ribose phosphate diphosphokinase activity [GO:0004749] ATP binding [GO:0005524] kinase activity [GO:0016301] 	fungal-type cell wall organization [GO:0031505] ribonucleoside monophosphate biosynthetic process [GO:0009156] 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015] nucleoside metabolic process [GO:0009116] nucleotide biosynthetic process [GO:0009165] 	2	34944.5	319.0
